ENGINE,SIZE,MODEL,PREFIX,QUERY,BROKEN,TIME_AVG,TIME_STD
blazegraph,5k,sop,blazegraph-5k-sop.sop,5,0,96.10,56.00
blazegraph,10k,sop,blazegraph-10k-sop.sop,6,0,98.20,11.85
blazegraph,1k,sop,blazegraph-1k-sop.sop,6,0,53.40,8.45
blazegraph,2k,sop,blazegraph-2k-sop.sop,6,0,69.40,43.72
blazegraph,3k,sop,blazegraph-3k-sop.sop,6,0,73.90,52.20
blazegraph,500,sop,blazegraph-500k-sop.sop,6,0,32.90,5.19
blazegraph,5k,sop,blazegraph-5k-sop.sop,6,0,71.00,9.94
blazegraph,10k,sop,blazegraph-10k-sop.sop,7,0,95.80,7.05
blazegraph,1k,sop,blazegraph-1k-sop.sop,7,0,45.90,6.55
blazegraph,2k,sop,blazegraph-2k-sop.sop,7,0,52.90,5.94
blazegraph,3k,sop,blazegraph-3k-sop.sop,7,0,55.60,6.81
blazegraph,500,sop,blazegraph-500k-sop.sop,7,0,34.50,4.43
blazegraph,5k,sop,blazegraph-5k-sop.sop,7,0,74.00,7.44
blazegraph,10k,sop,blazegraph-10k-sop.sop,8,10,-2.00,0.00
blazegraph,1k,sop,blazegraph-1k-sop.sop,8,0,17533.20,305.76
blazegraph,2k,sop,blazegraph-2k-sop.sop,8,0,43421.40,12372.25
blazegraph,3k,sop,blazegraph-3k-sop.sop,8,0,92375.12,24231.35
blazegraph,500,sop,blazegraph-500k-sop.sop,8,0,28700.20,12423.28
blazegraph,5k,sop,blazegraph-5k-sop.sop,8,0,281717.12,37239.17
blazegraph,1k,sop,blazegraph-1k-sop.sop,9,0,17452.20,175.29
blazegraph,2k,sop,blazegraph-2k-sop.sop,9,0,43268.30,1981.05
blazegraph,3k,sop,blazegraph-3k-sop.sop,9,0,89654.65,2376.13
blazegraph,500,sop,blazegraph-500k-sop.sop,9,0,3231.30,260.04
blazegraph,5k,sop,blazegraph-5k-sop.sop,9,0,212340.25,432.29
fuseki,10k,sop,fuseki-10k-sop.sop,1,0,116.80,12.19
fuseki,1k,sop,fuseki-1k-sop.sop,1,0,26.50,2.87
fuseki,2k,sop,fuseki-2k-sop.sop,1,0,37.20,4.35
fuseki,30k,sop,fuseki-30k-sop.sop,1,0,307.20,35.54
fuseki,3k,sop,fuseki-3k-sop.sop,1,0,47.10,3.94
fuseki,500,sop,fuseki-500k-sop.sop,1,0,22.20,3.57
fuseki,5k,sop,fuseki-5k-sop.sop,1,0,65.70,5.59
fuseki,10k,sop,fuseki-10k-sop.sop,2,10,-2.00,E
fuseki,1k,sop,fuseki-1k-sop.sop,2,0,3822.30,17.14
fuseki,2k,sop,fuseki-2k-sop.sop,2,0,15129.20,137.01
fuseki,30k,sop,fuseki-30k-sop.sop,2,10,-2.00,E
fuseki,3k,sop,fuseki-3k-sop.sop,2,0,35024.90,256.93
fuseki,500,sop,fuseki-500k-sop.sop,2,0,925.10,17.22
fuseki,5k,sop,fuseki-5k-sop.sop,2,0,97671.10,910.37
fuseki,10k,sop,fuseki-10k-sop.sop,3,10,-2.00,E
fuseki,1k,sop,fuseki-1k-sop.sop,3,0,3821.40,7.93
fuseki,2k,sop,fuseki-2k-sop.sop,3,0,15173.90,113.60
fuseki,30k,sop,fuseki-30k-sop.sop,3,10,-2.00,E
fuseki,3k,sop,fuseki-3k-sop.sop,3,0,34814.20,185.32
fuseki,500,sop,fuseki-500k-sop.sop,3,0,927.70,9.35
fuseki,5k,sop,fuseki-5k-sop.sop,3,0,98412.60,1683.86
fuseki,10k,sop,fuseki-10k-sop.sop,4,10,-2.00,E
fuseki,1k,sop,fuseki-1k-sop.sop,4,0,3784.60,22.09
fuseki,2k,sop,fuseki-2k-sop.sop,4,0,14966.80,133.78
fuseki,30k,sop,fuseki-30k-sop.sop,4,10,-2.00,E
fuseki,3k,sop,fuseki-3k-sop.sop,4,0,34206.80,168.30
fuseki,500,sop,fuseki-500k-sop.sop,4,0,923.50,8.74
fuseki,5k,sop,fuseki-5k-sop.sop,4,0,98235.20,858.26
fuseki,10k,sop,fuseki-10k-sop.sop,5,0,69.30,5.39
fuseki,1k,sop,fuseki-1k-sop.sop,5,0,26.80,6.21
fuseki,2k,sop,fuseki-2k-sop.sop,5,0,30.60,3.61
fuseki,30k,sop,fuseki-30k-sop.sop,5,0,161.60,3.32
fuseki,3k,sop,fuseki-3k-sop.sop,5,0,36.30,6.25
fuseki,500,sop,fuseki-500k-sop.sop,5,0,25.80,8.45
fuseki,5k,sop,fuseki-5k-sop.sop,5,0,43.30,5.18
fuseki,10k,sop,fuseki-10k-sop.sop,6,0,69.90,5.36
fuseki,1k,sop,fuseki-1k-sop.sop,6,0,27.20,7.40
fuseki,2k,sop,fuseki-2k-sop.sop,6,0,31.90,6.69
fuseki,30k,sop,fuseki-30k-sop.sop,6,0,165.70,6.40
fuseki,3k,sop,fuseki-3k-sop.sop,6,0,49.10,35.15
fuseki,500,sop,fuseki-500k-sop.sop,6,0,23.00,5.33
fuseki,5k,sop,fuseki-5k-sop.sop,6,0,45.80,6.72
fuseki,10k,sop,fuseki-10k-sop.sop,7,0,120.80,60.50
fuseki,1k,sop,fuseki-1k-sop.sop,7,0,31.00,3.00
fuseki,2k,sop,fuseki-2k-sop.sop,7,0,36.30,2.61
fuseki,30k,sop,fuseki-30k-sop.sop,7,0,272.40,4.74
fuseki,3k,sop,fuseki-3k-sop.sop,7,0,46.10,4.78
fuseki,500,sop,fuseki-500k-sop.sop,7,0,25.30,4.17
fuseki,5k,sop,fuseki-5k-sop.sop,7,0,61.90,4.28
fuseki,10k,sop,fuseki-10k-sop.sop,8,10,-2.00,E
fuseki,1k,sop,fuseki-1k-sop.sop,8,0,2778.30,22.84
fuseki,2k,sop,fuseki-2k-sop.sop,8,0,11091.80,82.84
fuseki,30k,sop,fuseki-30k-sop.sop,8,10,-2.00,E
fuseki,3k,sop,fuseki-3k-sop.sop,8,0,25874.30,257.68
fuseki,500,sop,fuseki-500k-sop.sop,8,0,739.90,38.62
fuseki,5k,sop,fuseki-5k-sop.sop,8,0,72732.90,642.09
fuseki,10k,sop,fuseki-10k-sop.sop,9,10,-2.00,E
fuseki,1k,sop,fuseki-1k-sop.sop,9,0,2757.60,30.28
fuseki,2k,sop,fuseki-2k-sop.sop,9,0,11410.30,105.16
fuseki,30k,sop,fuseki-30k-sop.sop,9,10,-2.00,E
fuseki,3k,sop,fuseki-3k-sop.sop,9,0,25974.00,167.83
fuseki,500,sop,fuseki-500k-sop.sop,9,0,716.00,10.59
fuseki,5k,sop,fuseki-5k-sop.sop,9,0,72920.80,242.46
fuseki_hdt,1k,sop,fuseki_hdt-1k-sop.sop,1,10,-2.00,E
fuseki_hdt,1k,sop,fuseki_hdt-1k-sop.sop,2,10,-2.00,E
fuseki_hdt,1k,sop,fuseki_hdt-1k-sop.sop,3,10,-2.00,E
fuseki_hdt,1k,sop,fuseki_hdt-1k-sop.sop,4,10,-2.00,E
fuseki_hdt,1k,sop,fuseki_hdt-1k-sop.sop,5,10,-2.00,E
fuseki_hdt,1k,sop,fuseki_hdt-1k-sop.sop,6,10,-2.00,E
fuseki_hdt,1k,sop,fuseki_hdt-1k-sop.sop,7,10,-2.00,E
fuseki_hdt,1k,sop,fuseki_hdt-1k-sop.sop,8,10,-2.00,E
fuseki_hdt,1k,sop,fuseki_hdt-1k-sop.sop,9,10,-2.00,E
fuseki_mem,10k,sop,fuseki_mem-10k-sop.sop,1,0,103.60,3.20
fuseki_mem,1k,sop,fuseki_mem-1k-sop.sop,1,0,29.60,4.36
fuseki_mem,2k,sop,fuseki_mem-2k-sop.sop,1,0,32.60,7.86
fuseki_mem,3k,sop,fuseki_mem-3k-sop.sop,1,0,39.00,0.89
fuseki_mem,500,sop,fuseki_mem-500k-sop.sop,1,0,20.80,2.64
fuseki_mem,5k,sop,fuseki_mem-5k-sop.sop,1,0,62.10,3.83
fuseki_mem,10k,sop,fuseki_mem-10k-sop.sop,2,10,-2.00,E
fuseki_mem,1k,sop,fuseki_mem-1k-sop.sop,2,0,25283.30,9114.14
fuseki_mem,2k,sop,fuseki_mem-2k-sop.sop,2,0,14139.80,124.28
fuseki_mem,3k,sop,fuseki_mem-3k-sop.sop,2,0,33207.20,327.71
fuseki_mem,500,sop,fuseki_mem-500k-sop.sop,2,0,908.30,16.81
fuseki_mem,5k,sop,fuseki_mem-5k-sop.sop,2,0,96399.40,2374.66
fuseki_mem,10k,sop,fuseki_mem-10k-sop.sop,3,10,-2.00,E
fuseki_mem,1k,sop,fuseki_mem-1k-sop.sop,3,0,21599.80,2220.32
fuseki_mem,2k,sop,fuseki_mem-2k-sop.sop,3,0,14212.60,100.90
fuseki_mem,3k,sop,fuseki_mem-3k-sop.sop,3,0,33000.00,171.31
fuseki_mem,500,sop,fuseki_mem-500k-sop.sop,3,0,892.90,10.89
fuseki_mem,5k,sop,fuseki_mem-5k-sop.sop,3,0,97940.80,279.88
fuseki_mem,10k,sop,fuseki_mem-10k-sop.sop,4,10,-2.00,E
fuseki_mem,1k,sop,fuseki_mem-1k-sop.sop,4,0,3457.50,24.29
fuseki_mem,2k,sop,fuseki_mem-2k-sop.sop,4,0,14032.00,136.92
fuseki_mem,3k,sop,fuseki_mem-3k-sop.sop,4,0,32710.40,501.36
fuseki_mem,500,sop,fuseki_mem-500k-sop.sop,4,0,900.30,9.61
fuseki_mem,5k,sop,fuseki_mem-5k-sop.sop,4,0,94139.30,2946.45
fuseki_mem,10k,sop,fuseki_mem-10k-sop.sop,5,0,51.80,2.75
fuseki_mem,1k,sop,fuseki_mem-1k-sop.sop,5,0,22.10,3.86
fuseki_mem,2k,sop,fuseki_mem-2k-sop.sop,5,0,19.90,0.94
fuseki_mem,3k,sop,fuseki_mem-3k-sop.sop,5,0,27.60,4.36
fuseki_mem,500,sop,fuseki_mem-500k-sop.sop,5,0,17.20,1.94
fuseki_mem,5k,sop,fuseki_mem-5k-sop.sop,5,0,37.00,6.83
fuseki_mem,10k,sop,fuseki_mem-10k-sop.sop,6,0,50.30,3.03
fuseki_mem,1k,sop,fuseki_mem-1k-sop.sop,6,0,20.40,2.29
fuseki_mem,2k,sop,fuseki_mem-2k-sop.sop,6,0,19.50,0.50
fuseki_mem,3k,sop,fuseki_mem-3k-sop.sop,6,0,26.90,3.42
fuseki_mem,500,sop,fuseki_mem-500k-sop.sop,6,0,16.70,1.55
fuseki_mem,5k,sop,fuseki_mem-5k-sop.sop,6,0,33.80,2.75
fuseki_mem,10k,sop,fuseki_mem-10k-sop.sop,7,0,73.00,2.28
fuseki_mem,1k,sop,fuseki_mem-1k-sop.sop,7,0,23.40,4.98
fuseki_mem,2k,sop,fuseki_mem-2k-sop.sop,7,0,24.30,1.19
fuseki_mem,3k,sop,fuseki_mem-3k-sop.sop,7,0,31.90,5.77
fuseki_mem,500,sop,fuseki_mem-500k-sop.sop,7,0,18.10,1.87
fuseki_mem,5k,sop,fuseki_mem-5k-sop.sop,7,0,44.50,2.91
fuseki_mem,10k,sop,fuseki_mem-10k-sop.sop,8,10,-2.00,E
fuseki_mem,1k,sop,fuseki_mem-1k-sop.sop,8,0,7272.60,4211.67
fuseki_mem,2k,sop,fuseki_mem-2k-sop.sop,8,0,4684.90,48.67
fuseki_mem,3k,sop,fuseki_mem-3k-sop.sop,8,0,10506.40,141.17
fuseki_mem,500,sop,fuseki_mem-500k-sop.sop,8,0,316.70,7.67
fuseki_mem,5k,sop,fuseki_mem-5k-sop.sop,8,0,31507.70,256.77
fuseki_mem,10k,sop,fuseki_mem-10k-sop.sop,9,10,-2.00,E
fuseki_mem,1k,sop,fuseki_mem-1k-sop.sop,9,0,10209.30,5416.25
fuseki_mem,2k,sop,fuseki_mem-2k-sop.sop,9,0,4563.60,76.44
fuseki_mem,3k,sop,fuseki_mem-3k-sop.sop,9,0,10471.20,101.59
fuseki_mem,500,sop,fuseki_mem-500k-sop.sop,9,0,310.10,5.84
fuseki_mem,5k,sop,fuseki_mem-5k-sop.sop,9,0,31377.60,272.10
virtuoso,10k,sop,virtuoso-10k-sop.sop,1,0,13.50,0.67
virtuoso,1k,sop,virtuoso-1k-sop.sop,1,0,17.30,11.99
virtuoso,2k,sop,virtuoso-2k-sop.sop,1,0,20.00,11.37
virtuoso,30k,sop,virtuoso-30k-sop.sop,1,0,19.30,3.74
virtuoso,3k,sop,virtuoso-3k-sop.sop,1,0,14.60,2.37
virtuoso,500,sop,virtuoso-500k-sop.sop,1,0,15.20,2.56
virtuoso,5k,sop,virtuoso-5k-sop.sop,1,0,18.10,10.85
virtuoso,10k,sop,virtuoso-10k-sop.sop,2,10,-2.00,E
virtuoso,1k,sop,virtuoso-1k-sop.sop,2,0,16788.60,333.00
virtuoso,2k,sop,virtuoso-2k-sop.sop,2,0,146970.80,600.58
virtuoso,30k,sop,virtuoso-30k-sop.sop,2,10,-2.00,E
virtuoso,3k,sop,virtuoso-3k-sop.sop,2,10,-2.00,E
virtuoso,500,sop,virtuoso-500k-sop.sop,2,0,803.60,12.15
virtuoso,5k,sop,virtuoso-5k-sop.sop,2,10,-2.00,E
virtuoso,10k,sop,virtuoso-10k-sop.sop,3,10,-2.00,E
virtuoso,1k,sop,virtuoso-1k-sop.sop,3,0,16586.00,431.67
virtuoso,2k,sop,virtuoso-2k-sop.sop,3,0,146744.10,922.96
virtuoso,30k,sop,virtuoso-30k-sop.sop,3,10,-2.00,E
virtuoso,3k,sop,virtuoso-3k-sop.sop,3,10,-2.00,E
virtuoso,500,sop,virtuoso-500k-sop.sop,3,0,852.70,10.83
virtuoso,5k,sop,virtuoso-5k-sop.sop,3,10,-2.00,E
virtuoso,10k,sop,virtuoso-10k-sop.sop,4,10,-2.00,E
virtuoso,1k,sop,virtuoso-1k-sop.sop,4,0,17612.40,823.09
virtuoso,2k,sop,virtuoso-2k-sop.sop,4,0,147105.20,524.08
virtuoso,30k,sop,virtuoso-30k-sop.sop,4,10,-2.00,E
virtuoso,3k,sop,virtuoso-3k-sop.sop,4,10,-2.00,E
virtuoso,500,sop,virtuoso-500k-sop.sop,4,0,849.20,11.30
virtuoso,5k,sop,virtuoso-5k-sop.sop,4,10,-2.00,E
virtuoso,10k,sop,virtuoso-10k-sop.sop,5,0,227.70,15.49
virtuoso,1k,sop,virtuoso-1k-sop.sop,5,0,19.70,7.00
virtuoso,2k,sop,virtuoso-2k-sop.sop,5,0,27.90,9.88
virtuoso,30k,sop,virtuoso-30k-sop.sop,5,0,1027.00,106.89
virtuoso,3k,sop,virtuoso-3k-sop.sop,5,0,30.80,9.14
virtuoso,500,sop,virtuoso-500k-sop.sop,5,0,21.20,15.23
virtuoso,5k,sop,virtuoso-5k-sop.sop,5,0,61.50,10.52
virtuoso,10k,sop,virtuoso-10k-sop.sop,6,0,201.60,35.22
virtuoso,1k,sop,virtuoso-1k-sop.sop,6,0,16.10,2.55
virtuoso,2k,sop,virtuoso-2k-sop.sop,6,0,25.80,3.87
virtuoso,30k,sop,virtuoso-30k-sop.sop,6,0,1061.00,114.51
virtuoso,3k,sop,virtuoso-3k-sop.sop,6,0,35.10,5.11
virtuoso,500,sop,virtuoso-500k-sop.sop,6,0,18.00,1.95
virtuoso,5k,sop,virtuoso-5k-sop.sop,6,0,40.30,8.22
virtuoso,10k,sop,virtuoso-10k-sop.sop,7,0,406.20,18.12
virtuoso,1k,sop,virtuoso-1k-sop.sop,7,0,22.30,10.18
virtuoso,2k,sop,virtuoso-2k-sop.sop,7,0,48.80,52.94
virtuoso,30k,sop,virtuoso-30k-sop.sop,7,0,1873.30,237.36
virtuoso,3k,sop,virtuoso-3k-sop.sop,7,0,44.40,2.29
virtuoso,500,sop,virtuoso-500k-sop.sop,7,0,18.20,3.82
virtuoso,5k,sop,virtuoso-5k-sop.sop,7,0,88.50,15.60
virtuoso,10k,sop,virtuoso-10k-sop.sop,8,10,-2.00,E
virtuoso,1k,sop,virtuoso-1k-sop.sop,8,0,16397.50,838.78
virtuoso,2k,sop,virtuoso-2k-sop.sop,8,0,147289.90,668.15
virtuoso,30k,sop,virtuoso-30k-sop.sop,8,10,-2.00,E
virtuoso,3k,sop,virtuoso-3k-sop.sop,8,10,-2.00,E
virtuoso,500,sop,virtuoso-500k-sop.sop,8,0,812.20,10.46
virtuoso,5k,sop,virtuoso-5k-sop.sop,8,10,-2.00,E
virtuoso,10k,sop,virtuoso-10k-sop.sop,9,10,-2.00,E
virtuoso,1k,sop,virtuoso-1k-sop.sop,9,0,15993.20,352.98
virtuoso,2k,sop,virtuoso-2k-sop.sop,9,0,146233.10,1218.68
virtuoso,30k,sop,virtuoso-30k-sop.sop,9,10,-2.00,E
virtuoso,3k,sop,virtuoso-3k-sop.sop,9,10,-2.00,E
virtuoso,500,sop,virtuoso-500k-sop.sop,9,0,796.90,20.91
virtuoso,5k,sop,virtuoso-5k-sop.sop,9,10,-2.00,E
blazegraph,10k,uri,blazegraph-10k-uri.uri,1,0,139.10,36.63
blazegraph,1k,uri,blazegraph-1k-uri.uri,1,0,56.60,20.79
blazegraph,2k,uri,blazegraph-2k-uri.uri,1,0,62.30,17.91
blazegraph,3k,uri,blazegraph-3k-uri.uri,1,0,46.20,7.86
blazegraph,500,uri,blazegraph-500k-uri.uri,1,0,65.90,18.59
blazegraph,5k,uri,blazegraph-5k-uri.uri,1,0,84.30,28.33
blazegraph,10k,uri,blazegraph-10k-uri.uri,2,10,164.8,E
blazegraph,1k,uri,blazegraph-1k-uri.uri,2,0,50.00,10.20
blazegraph,2k,uri,blazegraph-2k-uri.uri,2,0,51.10,7.24
blazegraph,3k,uri,blazegraph-3k-uri.uri,2,0,50.30,5.85
blazegraph,500,uri,blazegraph-500k-uri.uri,2,0,51.50,9.30
blazegraph,5k,uri,blazegraph-5k-uri.uri,2,0,72.10,3.08
blazegraph,10k,uri,blazegraph-10k-uri.uri,3,0,235.77,12.33
blazegraph,1k,uri,blazegraph-1k-uri.uri,3,0,48.70,6.28
blazegraph,2k,uri,blazegraph-2k-uri.uri,3,0,60.40,5.14
blazegraph,3k,uri,blazegraph-3k-uri.uri,3,0,66.70,7.35
blazegraph,500,uri,blazegraph-500k-uri.uri,3,0,55.90,9.76
blazegraph,5k,uri,blazegraph-5k-uri.uri,3,0,96.20,12.42
blazegraph,10k,uri,blazegraph-10k-uri.uri,4,0,245.20,21.65
blazegraph,1k,uri,blazegraph-1k-uri.uri,4,0,72.80,6.62
blazegraph,2k,uri,blazegraph-2k-uri.uri,4,0,85.60,6.20
blazegraph,3k,uri,blazegraph-3k-uri.uri,4,0,109.10,12.04
blazegraph,500,uri,blazegraph-500k-uri.uri,4,0,78.80,24.75
blazegraph,5k,uri,blazegraph-5k-uri.uri,4,0,138.60,9.57
blazegraph,10k,uri,blazegraph-10k-uri.uri,5,0,105.10,8.94
blazegraph,1k,uri,blazegraph-1k-uri.uri,5,0,63.80,7.70
blazegraph,2k,uri,blazegraph-2k-uri.uri,5,0,62.70,6.34
blazegraph,3k,uri,blazegraph-3k-uri.uri,5,0,60.70,7.13
blazegraph,500,uri,blazegraph-500k-uri.uri,5,0,92.00,42.11
blazegraph,5k,uri,blazegraph-5k-uri.uri,5,0,75.00,10.59
blazegraph,10k,uri,blazegraph-10k-uri.uri,6,0,9314.10,833.75
blazegraph,1k,uri,blazegraph-1k-uri.uri,6,0,1008.30,274.10
blazegraph,2k,uri,blazegraph-2k-uri.uri,6,0,1862.90,364.18
blazegraph,3k,uri,blazegraph-3k-uri.uri,6,0,2649.20,136.89
blazegraph,500,uri,blazegraph-500k-uri.uri,6,0,602.10,294.37
blazegraph,5k,uri,blazegraph-5k-uri.uri,6,0,4823.90,414.05
blazegraph,10k,uri,blazegraph-10k-uri.uri,7,10,-2.00,E
blazegraph,1k,uri,blazegraph-1k-uri.uri,7,0,9355.10,1440.89
blazegraph,2k,uri,blazegraph-2k-uri.uri,7,0,39383.70,5796.62
blazegraph,3k,uri,blazegraph-3k-uri.uri,7,0,83051.90,20307.95
blazegraph,500,uri,blazegraph-500k-uri.uri,7,0,70664.10,19578.55
blazegraph,5k,uri,blazegraph-5k-uri.uri,7,0,185348.00,20346.00
blazegraph,10k,uri,blazegraph-10k-uri.uri,8,0,136.20,23.22
blazegraph,1k,uri,blazegraph-1k-uri.uri,8,0,59.80,10.91
blazegraph,2k,uri,blazegraph-2k-uri.uri,8,0,70.20,9.90
blazegraph,3k,uri,blazegraph-3k-uri.uri,8,0,63.60,7.71
blazegraph,500,uri,blazegraph-500k-uri.uri,8,0,57.70,5.44
blazegraph,5k,uri,blazegraph-5k-uri.uri,8,0,79.20,6.54
blazegraph,10k,uri,blazegraph-10k-uri.uri,9,10,-2.00,E
blazegraph,1k,uri,blazegraph-1k-uri.uri,9,0,41.60,8.88
blazegraph,2k,uri,blazegraph-2k-uri.uri,9,0,19298.90,229.08
blazegraph,3k,uri,blazegraph-3k-uri.uri,9,0,19969.20,343.96
blazegraph,500,uri,blazegraph-500k-uri.uri,9,0,143.20,8.94
blazegraph,5k,uri,blazegraph-5k-uri.uri,9,0,77279.10,540.91
fuseki,10k,uri,fuseki-10k-uri.uri,1,0,60.70,15.71
fuseki,1k,uri,fuseki-1k-uri.uri,1,0,27.80,7.30
fuseki,2k,uri,fuseki-2k-uri.uri,1,0,22.80,2.89
fuseki,30k,uri,fuseki-30k-uri.uri,1,0,134.80,37.53
fuseki,3k,uri,fuseki-3k-uri.uri,1,0,31.40,5.59
fuseki,500,uri,fuseki-500k-uri.uri,1,0,33.70,29.72
fuseki,5k,uri,fuseki-5k-uri.uri,1,0,39.40,8.99
fuseki,10k,uri,fuseki-10k-uri.uri,2,0,56.00,5.62
fuseki,1k,uri,fuseki-1k-uri.uri,2,0,20.50,1.28
fuseki,2k,uri,fuseki-2k-uri.uri,2,0,23.20,2.96
fuseki,30k,uri,fuseki-30k-uri.uri,2,0,121.30,5.35
fuseki,3k,uri,fuseki-3k-uri.uri,2,0,31.30,5.06
fuseki,500,uri,fuseki-500k-uri.uri,2,0,20.10,0.70
fuseki,5k,uri,fuseki-5k-uri.uri,2,0,36.60,4.39
fuseki,10k,uri,fuseki-10k-uri.uri,3,0,110.60,4.22
fuseki,1k,uri,fuseki-1k-uri.uri,3,0,33.30,4.67
fuseki,2k,uri,fuseki-2k-uri.uri,3,0,33.70,2.45
fuseki,30k,uri,fuseki-30k-uri.uri,3,0,332.30,7.24
fuseki,3k,uri,fuseki-3k-uri.uri,3,0,47.90,4.68
fuseki,500,uri,fuseki-500k-uri.uri,3,0,27.20,4.89
fuseki,5k,uri,fuseki-5k-uri.uri,3,0,64.10,4.64
fuseki,10k,uri,fuseki-10k-uri.uri,4,0,161.00,5.16
fuseki,1k,uri,fuseki-1k-uri.uri,4,0,36.90,4.11
fuseki,2k,uri,fuseki-2k-uri.uri,4,0,46.10,2.59
fuseki,30k,uri,fuseki-30k-uri.uri,4,0,490.40,8.31
fuseki,3k,uri,fuseki-3k-uri.uri,4,0,62.20,3.74
fuseki,500,uri,fuseki-500k-uri.uri,4,0,31.40,9.29
fuseki,5k,uri,fuseki-5k-uri.uri,4,0,90.80,4.49
fuseki,10k,uri,fuseki-10k-uri.uri,5,0,93.40,3.41
fuseki,1k,uri,fuseki-1k-uri.uri,5,0,30.10,4.81
fuseki,2k,uri,fuseki-2k-uri.uri,5,0,34.80,3.06
fuseki,30k,uri,fuseki-30k-uri.uri,5,0,252.60,11.38
fuseki,3k,uri,fuseki-3k-uri.uri,5,0,43.50,3.14
fuseki,500,uri,fuseki-500k-uri.uri,5,0,29.80,12.11
fuseki,5k,uri,fuseki-5k-uri.uri,5,0,56.30,4.65
fuseki,10k,uri,fuseki-10k-uri.uri,6,0,267.00,744.67
fuseki,1k,uri,fuseki-1k-uri.uri,6,0,60.20,112.97
fuseki,2k,uri,fuseki-2k-uri.uri,6,0,76.30,168.61
fuseki,30k,uri,fuseki-30k-uri.uri,6,0,1108.90,3269.37
fuseki,3k,uri,fuseki-3k-uri.uri,6,0,104.70,253.80
fuseki,500,uri,fuseki-500k-uri.uri,6,0,40.40,47.81
fuseki,5k,uri,fuseki-5k-uri.uri,6,0,151.30,394.91
fuseki,10k,uri,fuseki-10k-uri.uri,7,0,16026.00,3736.01
fuseki,1k,uri,fuseki-1k-uri.uri,7,0,2005.70,238.71
fuseki,2k,uri,fuseki-2k-uri.uri,7,0,4137.60,561.35
fuseki,30k,uri,fuseki-30k-uri.uri,7,10,-2.00,E
fuseki,3k,uri,fuseki-3k-uri.uri,7,0,7623.80,10.65
fuseki,500,uri,fuseki-500k-uri.uri,7,0,4059.20,1033.28
fuseki,5k,uri,fuseki-5k-uri.uri,7,0,11055.40,1558.11
fuseki,10k,uri,fuseki-10k-uri.uri,8,0,18.90,3.24
fuseki,1k,uri,fuseki-1k-uri.uri,8,0,21.90,3.56
fuseki,2k,uri,fuseki-2k-uri.uri,8,0,19.30,3.41
fuseki,30k,uri,fuseki-30k-uri.uri,8,0,20.10,4.18
fuseki,3k,uri,fuseki-3k-uri.uri,8,0,19.00,3.61
fuseki,500,uri,fuseki-500k-uri.uri,8,0,19.90,1.22
fuseki,5k,uri,fuseki-5k-uri.uri,8,0,21.00,5.06
fuseki,10k,uri,fuseki-10k-uri.uri,9,0,8883.90,114.84
fuseki,1k,uri,fuseki-1k-uri.uri,9,0,1039.80,17.42
fuseki,2k,uri,fuseki-2k-uri.uri,9,0,2302.70,20.48
fuseki,30k,uri,fuseki-30k-uri.uri,9,10,-2.00,E
fuseki,3k,uri,fuseki-3k-uri.uri,9,10,2453.30,20.41
fuseki,500,uri,fuseki-500k-uri.uri,9,0,3195.00,231.12
fuseki,5k,uri,fuseki-5k-uri.uri,9,0,4322.40,36.05
fuseki_hdt,1k,uri,fuseki_hdt-1k-uri.uri,1,10,-2.00,E
fuseki_hdt,1k,uri,fuseki_hdt-1k-uri.uri,2,10,-2.00,E
fuseki_hdt,1k,uri,fuseki_hdt-1k-uri.uri,3,10,-2.00,E
fuseki_hdt,1k,uri,fuseki_hdt-1k-uri.uri,4,10,-2.00,E
fuseki_hdt,1k,uri,fuseki_hdt-1k-uri.uri,5,10,-2.00,E
fuseki_hdt,1k,uri,fuseki_hdt-1k-uri.uri,6,10,-2.00,E
fuseki_hdt,1k,uri,fuseki_hdt-1k-uri.uri,7,10,-2.00,E
fuseki_hdt,1k,uri,fuseki_hdt-1k-uri.uri,8,10,-2.00,E
fuseki_hdt,1k,uri,fuseki_hdt-1k-uri.uri,9,10,-2.00,E
fuseki_mem,10k,uri,fuseki_mem-10k-uri.uri,1,0,43.00,4.90
fuseki_mem,1k,uri,fuseki_mem-1k-uri.uri,1,0,24.60,5.55
fuseki_mem,2k,uri,fuseki_mem-2k-uri.uri,1,0,20.90,3.24
fuseki_mem,3k,uri,fuseki_mem-3k-uri.uri,1,0,24.20,3.19
fuseki_mem,500,uri,fuseki_mem-500k-uri.uri,1,0,22.90,4.28
fuseki_mem,5k,uri,fuseki_mem-5k-uri.uri,1,0,32.00,4.69
fuseki_mem,10k,uri,fuseki_mem-10k-uri.uri,2,0,43.10,4.44
fuseki_mem,1k,uri,fuseki_mem-1k-uri.uri,2,0,22.30,4.03
fuseki_mem,2k,uri,fuseki_mem-2k-uri.uri,2,0,24.40,4.45
fuseki_mem,3k,uri,fuseki_mem-3k-uri.uri,2,0,20.90,1.04
fuseki_mem,500,uri,fuseki_mem-500k-uri.uri,2,0,20.40,3.04
fuseki_mem,5k,uri,fuseki_mem-5k-uri.uri,2,0,28.40,4.61
fuseki_mem,10k,uri,fuseki_mem-10k-uri.uri,3,0,200.30,6.02
fuseki_mem,1k,uri,fuseki_mem-1k-uri.uri,3,0,34.70,3.29
fuseki_mem,2k,uri,fuseki_mem-2k-uri.uri,3,0,49.00,3.66
