ENGINE,SIZE,MODEL,PREFIX,QUERY,BROKEN,TIME_AVG,TIME_STD,CPU_MAX_AVG,CPU_MAX_STD,CPU_AVG_AVG,CPU_AVG_STD,RSS_MAX_AVG,RSS_MAX_STD,RSS_AVG_AVG,RSS_AVG_STD
blazegraph,,prop_number,blazegraph-30k-prop_number.prop_number,1,0,2991.2,134.108761832,20.75,0.494469412603,20.64141742,0.490083293105,1966426.4,20475.9242976,1957107.11211,32115.7302898
blazegraph,,list,blazegraph-120k-list.list,1,0,713186.5,43829.6241605,34.12,0.70256672281,34.0195266907,0.743424223384,3853246.0,542739.783246,3694000.47174,503742.41303
blazegraph,,uri,blazegraph-30k-uri.uri,1,0,2512.5,138.882144281,18.72,0.394461658466,18.6497404455,0.409498008741,1432507.2,352388.58282,1392431.84685,371208.321339
blazegraph,,prop_number,blazegraph-1k-prop_number.prop_number,1,0,122.4,9.98198377077,5.84,0.0489897948557,5.8247988678,0.0459217129988,319091.2,2647.03777079,317389.66965,2719.65711843
blazegraph,,seq,blazegraph-120k-seq.seq,1,0,4554.5,512.291957774,37.24,0.257681974535,37.2108166085,0.258401451851,4442496.0,67953.7469519,4435181.90012,62292.969013
fuseki,,prop_time,fuseki-90k-prop_time.prop_time,1,0,7049.4,1501.07509472,33.76,0.740540343263,33.6256697893,0.716882498503,9028959.6,217850.047322,8992726.59585,250883.461782
blazegraph,,sop,blazegraph-ghostbusters-sop.sop,1,0,712.4,24.2,12.63,0.219317121995,12.580197401,0.213190306034,1073185.2,75604.8381954,1059231.93742,75798.5132418
fuseki,,prop_time,fuseki-60k-prop_time.prop_time,1,0,4551.6,181.308135504,29.75,0.287228132327,29.678247126,0.293610659472,7462363.2,173100.240414,7433285.57848,175367.572318
fuseki,,sop,fuseki-ghostbusters-sop.sop,1,0,1111.1,53.7335090981,27.77,0.11,27.749485522,0.10653365817,8217065.6,73232.0851037,8214667.49085,72646.8186852
fuseki,,sop,fuseki-90k-sop.sop,1,0,10525.5,349.451355699,44.28,0.252190404258,44.2034465717,0.276010947165,5837800.8,25912.5308868,5830033.3526,4542.98979447
blazegraph,,uri,blazegraph-1k-uri.uri,1,0,103.9,7.23118247592,5.8,0.0632455532034,5.78037878788,0.0455912716382,322970.8,2806.61393141,322482.162471,2788.75545149
fuseki,,sop,fuseki-60k-sop.sop,1,0,6881.2,251.295364064,37.87,0.219317121995,37.8020627878,0.217889953946,9387554.4,4763.61751613,9387547.60776,4759.66392055
fuseki,,seq,fuseki-120k-seq.seq,1,0,2124.6,68.9596983752,40.59,0.07,40.5744309265,0.0586052077162,6194470.0,107842.681573,6184571.70777,104042.805467
virtuoso,,sop,virtuoso-90k-sop.sop,1,0,380.3,51.3635084471,15.2,0.0,15.2,7.1054273576e-16,5998512.0,0.0,5998512.0,0.0
fuseki,,list,fuseki-60k-list.list,1,10,94.9,17.8462881295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
virtuoso,,list,virtuoso-90k-list.list,1,0,154179.2,3030.21780735,12.1,0.435889894354,12.0048414658,0.433415909771,5995872.0,0.0,5995872.0,0.0
virtuoso,,prop_number,virtuoso-90k-prop_number.prop_number,1,0,3069.3,79.63422631,12.9,0.0,12.9,0.0,5997192.0,0.0,5997192.0,0.0
fuseki,,seq,fuseki-1k-seq.seq,1,0,41.9,15.2082214608,34.16,0.397994974843,34.16,0.397994974843,9770484.8,14766.7414198,9767656.23273,14340.4454134
